"Message",Low,"已启动生成。"
"Message",Low,"项目“Unnamed_1”(默认目标):"
"Message",Low,"正在使用工具版本“4.0”进行生成。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“PrintILCStartMessage”(目标“Build”依赖于它):"
"Message",Low,"正在使用程序集“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\ilc.exe”中的“IlcMessageTask”任务。"
"Message",Low,"任务“IlcMessageTask”"
"Message",High,"正在启动 .NET Native 编译"
"Message",Low,"已完成执行任务“IlcMessageTask”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“PrintILCStartMessage”的操作。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“LogAppContextSwitches”(目标“SetMainTargetPaths”依赖于它):"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“Message”任务。"
"Message",Low,"任务“Message”"
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"已完成执行任务“Message”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“LogAppContextSwitches”的操作。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“SetMainTargetPaths”(目标“CopyNativeExecutablesToOutput”依赖于它):"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“SetMainTargetPaths”的操作。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“GenerateFakeExe”；(!Exists('@(InputILTarget)'))的计算结果为(!Exists('C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\in\EasyNavigator.exe'))。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“InjectCoreLibTypeForwards”；('$(UseSharedAssembliesInTocMode)' != 'true')的计算结果为('true' != 'true')。"
"Message",Low,"由于条件的计算结果为 false，已跳过目标“InjectCoreLibTypeForwards”；('$(UseSharedAssembliesInTocMode)' != 'true')的计算结果为('true' != 'true')。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“PreResolveTransforms”(目标“RunILTransforms”依赖于它):"
"Message",Low,"正在完全生成目标“PreResolveTransforms”。"
"Message",Low,"输出文件“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\EasyNavigator.exe”不存在。"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“MakeDir”任务。"
"Message",Low,"任务“MakeDir”"
"Message",Normal,"正在创建目录“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\”。"
"Message",Low,"已完成执行任务“MakeDir”的操作。"
"Message",Low,"正在使用程序集“Microsoft.Build.ILTasks”中的“AssemblyClosureTask”任务。"
"Message",Low,"任务“AssemblyClosureTask”"
"Message",Low,"已完成执行任务“AssemblyClosureTask”的操作。"
"Message",Low,"由于 false 条件，已跳过任务“ILTransformTask”；('@(PreResolveTransforms)' != '')计算为('' != '')。"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“Copy”任务。"
"Message",Low,"任务“Copy”"
"Message",Normal,"正在将文件从“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\in\EasyNavigator.pdb”复制到“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\EasyNavigator.pdb”。"
"Message",Low,"已完成执行任务“Copy”的操作。"
"Message",Low,"任务“Copy”"
"Message",Normal,"正在将文件从“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\in\EasyNavigator.exe”复制到“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\EasyNavigator.exe”。"
"Message",Low,"已完成执行任务“Copy”的操作。"
"Message",Low,"由于 false 条件，已跳过任务“Copy”；('$(HasMcgPatchDlls)'=='true')计算为(''=='true')。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“PreResolveTransforms”的操作。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“InitInputResourceName”(目标“RunILTransforms”依赖于它):"
"Message",Low,"由于 false 条件，已跳过任务“ResolveFilePathTask”；('$(InputPath)' != '' and Exists('$(InputPath)\obj\'))计算为('C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\in' != '' and Exists('C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\obj\x64\Release\ilc\in\obj\'))。"
"Message",Low,"正在使用程序集“Microsoft.Build.ILTasks”中的“ResolveFilePathTask”任务。"
"Message",Low,"任务“ResolveFilePathTask”"
"Message",Low,"已完成执行任务“ResolveFilePathTask”的操作。"
"Message",Low,"已完成在项目“Unnamed_1”中生成目标“InitInputResourceName”的操作。"
"Message",Low,"已跳过目标“PreResolveTransforms”。以前的生成已成功。"
"Message",Low,"来自项目“C:\Users\IdanLoo\Desktop\EasyNavigator\EasyNavigator\Unnamed_1”的文件“C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets”中的目标“SetForSharedInputs”(目标“ResolveInitialReferences”依赖于它):"
"Message",Low,"正在完全生成目标“SetForSharedInputs”。"
"Message",Low,"未指定输入文件。"
"Message",Low,"由于 false 条件，已跳过任务“IlcErrorTask”；(!Exists('$(InputSharedAssemblyListPath)'))计算为(!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x64\ret\SharedAssemblyList.txt'))。"
"Message",Low,"正在使用程序集“Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”中的“ReadLinesFromFile”任务。"
"Message",Low,"任务“ReadLinesFromFile”"
"Message",Low,"已完成执行任务“ReadLinesFromFile”的操作。"
"Message",Low,"由于 false 条件，已跳过任务“IlcErrorTask”；(!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)'))计算为(!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x64\ret\SharedAssemblyILMergeInfo.csv'))。"
"Message",Low,"由于 false 条件，已跳过任务“IlcErrorTask”；(!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)'))计算为(!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x64\ret\SharedLibrary.iltransformtoc.ildll'))。"
"Message",Low,"由于 false 条件，已跳过任务“IlcErrorTask”；(!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)'))计算为(!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x64\ret\AnalysisILToc\System.Collections.iltoc'))。"
